,Unnamed: 0,Crop_OpenAg,County,HR_NAME,ACRES,Neighboring Counties,Neighboring HR,usda crop,price_2020,yield_2020
362,362,Grapes,Modoc,North Coast,11.97948202,"['Lassen', 'Shasta', 'Siskiyou']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
363,363,Grapes,Mono,South Lahontan,13.74318799,"['Inyo', 'Tuolumne', 'Alpine', 'Fresno', 'Madera']","['Colorado River', 'North Lahontan', 'San Joaquin River', 'South Coast', 'Tulare Lake']",,,
364,364,Grapes,Monterey,Central Coast,52090.08733853,"['Kings', 'San Benito', 'Fresno', 'Santa Cruz', 'San Luis Obispo']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Grapes Wine,1123.98,2.1
365,365,Grapes,Napa,Sacramento River,4866.58071216,"['Sonoma', 'Solano', 'Yolo', 'Lake']","['Central Coast', 'North Coast', 'San Joaquin River']",Grapes Wine,4646.48,2.2
366,366,Grapes,Napa,San Francisco Bay,39863.32379406,"['Sonoma', 'Solano', 'Yolo', 'Lake']","['Central Coast', 'North Coast', 'San Joaquin River']",Grapes Wine,4646.48,2.2
367,367,Grapes,Nevada,Sacramento River,447.09622398,"['Sierra', 'Placer', 'Yuba']","['North Coast', 'North Lahontan', 'San Joaquin River']",Grapes Wine,,
368,368,Grapes,Placer,Sacramento River,270.87501266,"['Sacramento', 'El Dorado', 'Yuba', 'Nevada', 'Sutter']","['North Coast', 'North Lahontan', 'San Joaquin River']",Grapes Wine,2235.49,2.79
369,369,Grapes,Riverside,Colorado River,6489.26960483,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']","['South Coast', 'South Lahontan']",Grapes Table,2716.96,5.82
370,370,Grapes,Riverside,South Coast,2322.85691778,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']","['South Coast', 'South Lahontan']",Grapes Table,2716.96,5.82
371,371,Grapes,Sacramento,Sacramento River,14032.91696983,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']","['North Coast', 'North Lahontan', 'San Joaquin River']",Grapes Wine,528.73,8.19
372,372,Grapes,Sacramento,San Joaquin River,22634.83744131,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']","['North Coast', 'North Lahontan', 'San Joaquin River']",Grapes Wine,528.73,8.19
373,373,Grapes,San Benito,Central Coast,4502.78303152,"['Monterey', 'Fresno', 'Santa Clara', 'Merced', 'Santa Cruz']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Grapes Wine,1402.14,5.23
374,374,Grapes,San Bernardino,Colorado River,17.81952867,"['Los Angeles', 'Inyo', 'Riverside', 'Kern', 'Orange']","['Colorado River', 'North Lahontan', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Grapes Wine,1938.33,0.61
375,375,Grapes,San Bernardino,South Coast,434.02978501,"['Los Angeles', 'Inyo', 'Riverside', 'Kern', 'Orange']","['Colorado River', 'North Lahontan', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Grapes Wine,1938.33,0.61
376,376,Grapes,San Diego,Colorado River,0.59293146,"['Riverside', 'Orange', 'Imperial']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",Grapes Wine,1695.77,2.24
377,377,Grapes,San Diego,South Coast,892.8187119199999,"['Riverside', 'Orange', 'Imperial']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",Grapes Wine,1695.77,2.24
378,378,Grapes,San Joaquin,San Joaquin River,84121.52078842,"['Sacramento', 'Calaveras', 'Contra Costa', 'Alameda', 'Stanislaus', 'Amador']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Grapes Wine,560.71,6.67
379,379,Grapes,San Luis Obispo,Central Coast,45785.43035717,"['Santa Barbara', 'Kings', 'Monterey', 'Kern']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Grapes Wine,1640.89,3.04
380,380,Grapes,San Mateo,Central Coast,6.587542620000001,"['San Francisco', 'Santa Clara', 'Alameda', 'Santa Cruz']","['Central Coast', 'North Coast', 'San Joaquin River']",Grapes Wine,,
381,381,Grapes,San Mateo,San Francisco Bay,152.17202662,"['San Francisco', 'Santa Clara', 'Alameda', 'Santa Cruz']","['Central Coast', 'North Coast', 'San Joaquin River']",Grapes Wine,,
382,382,Grapes,Santa Barbara,Central Coast,22545.19644214,"['Ventura', 'Kern', 'San Luis Obispo']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Grapes Wine,2192.43,2.97
383,383,Grapes,Santa Clara,Central Coast,1114.46102915,"['San Benito', 'Alameda', 'Merced', 'Stanislaus', 'San Mateo', 'Santa Cruz']","['Central Coast', 'North Coast', 'San Joaquin River']",Grapes Wine,1983.77,3.49
384,384,Grapes,Santa Clara,San Francisco Bay,457.71640035,"['San Benito', 'Alameda', 'Merced', 'Stanislaus', 'San Mateo', 'Santa Cruz']","['Central Coast', 'North Coast', 'San Joaquin River']",Grapes Wine,1983.77,3.49
385,385,Grapes,Santa Cruz,Central Coast,590.88771882,"['Monterey', 'San Benito', 'Santa Clara', 'San Mateo']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Grapes Wine,3008.75,2.39
386,386,Grapes,Shasta,Sacramento River,146.44245426999998,"['Lassen', 'Trinity', 'Modoc', 'Tehama', 'Plumas', 'Siskiyou']","['North Coast', 'North Lahontan', 'San Joaquin River']",Grapes Wine,1000.0,2.5
387,387,Grapes,Siskiyou,North Coast,3.75211621,"['Shasta', 'Trinity', 'Humboldt', 'Del Norte', 'Modoc']","['Sacramento River', 'San Francisco Bay']",,,
388,388,Grapes,Solano,Sacramento River,2116.64639208,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']","['North Coast', 'North Lahontan', 'San Joaquin River']",Grapes Wine,945.94,5.6
389,389,Grapes,Solano,San Francisco Bay,3079.81062439,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']","['North Coast', 'North Lahontan', 'San Joaquin River']",Grapes Wine,945.94,5.6
390,390,Grapes,Sonoma,North Coast,45786.55476625,"['Marin', 'Napa', 'Mendocino', 'Solano', 'Contra Costa', 'Lake']","['Sacramento River', 'San Francisco Bay']",Grapes Wine,2375.08,2.61
391,391,Grapes,Sonoma,San Francisco Bay,16055.85809806,"['Marin', 'Napa', 'Mendocino', 'Solano', 'Contra Costa', 'Lake']","['Sacramento River', 'San Francisco Bay']",Grapes Wine,2375.08,2.61
392,392,Grapes,Stanislaus,San Joaquin River,7655.69880782,"['Calaveras', 'Mariposa', 'Tuolumne', 'Santa Clara', 'San Joaquin', 'Alameda', 'Merced']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Grapes Wine,440.61,9.49
393,393,Grapes,Sutter,Sacramento River,101.48525206,"['Sacramento', 'Placer', 'Yolo', 'Yuba', 'Colusa', 'Butte']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
394,394,Grapes,Tehama,Sacramento River,260.73517648,"['Shasta', 'Trinity', 'Mendocino', 'Butte', 'Plumas', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",Grapes Wine,1804.79,4.23
395,395,Grapes,Trinity,North Coast,128.65967224,"['Shasta', 'Mendocino', 'Humboldt', 'Tehama', 'Siskiyou']","['Sacramento River', 'San Francisco Bay']",Grapes Wine,,
396,396,Grapes,Tulare,Tulare Lake,43485.96416983,"['Kings', 'Inyo', 'Kern', 'Fresno']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Grapes Raisin,623.72,10.74
397,397,Grapes,Tuolumne,San Joaquin River,51.8432861,"['Calaveras', 'Mariposa', 'Mono', 'Alpine', 'Madera', 'Stanislaus']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
398,398,Grapes,Ventura,Central Coast,4.57747878,"['Santa Barbara', 'Los Angeles', 'Kern']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",,,
399,399,Grapes,Ventura,South Coast,84.31909355,"['Santa Barbara', 'Los Angeles', 'Kern']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",,,
400,400,Grapes,Yolo,Sacramento River,19923.8575478,"['Sacramento', 'Napa', 'Solano', 'Colusa', 'Sutter', 'Lake']","['North Coast', 'North Lahontan', 'San Joaquin River']",Grapes Wine,699.67,7.81
401,401,Grapes,Yuba,Sacramento River,259.34873534,"['Sierra', 'Placer', 'Nevada', 'Butte', 'Sutter', 'Plumas']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
402,483,Lettuce,Fresno,Tulare Lake,8436.01758306,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Lettuce Head,595.92,18.24
403,484,Lettuce,Imperial,Colorado River,38756.21758907,"['San Diego', 'Riverside']","['South Coast', 'South Lahontan']",Lettuce Romaine,520.39,14.69
404,485,Lettuce,Kern,Tulare Lake,5464.05871242,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",,,
405,486,Lettuce,Kings,Tulare Lake,124.70182158,"['Monterey', 'Kern', 'Fresno', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",,,
406,487,Lettuce,Merced,San Joaquin River,893.93072998,"['Mariposa', 'San Benito', 'Fresno', 'Madera', 'Santa Clara', 'Stanislaus']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
407,488,Lettuce,Modoc,North Coast,141.66010518000002,"['Lassen', 'Shasta', 'Siskiyou']","['North Coast', 'North Lahontan', 'San Joaquin River']",Lettuce Unspecified,3517.05,4.19
408,489,Lettuce,Monterey,Central Coast,112118.50555027,"['Kings', 'San Benito', 'Fresno', 'Santa Cruz', 'San Luis Obispo']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Lettuce Head,454.97,24.15
409,490,Lettuce,Riverside,Colorado River,6345.31323137,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']","['South Coast', 'South Lahontan']",Lettuce Romaine,590.95,13.11
410,491,Lettuce,Riverside,South Coast,7.27287974,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']","['South Coast', 'South Lahontan']",Lettuce Romaine,590.95,13.11
411,492,Lettuce,San Benito,Central Coast,13131.87271543,"['Monterey', 'Fresno', 'Santa Clara', 'Merced', 'Santa Cruz']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Lettuce Head,332.62,17.22
412,493,Lettuce,San Bernardino,South Coast,100.53367343,"['Los Angeles', 'Inyo', 'Riverside', 'Kern', 'Orange']","['Colorado River', 'North Lahontan', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Lettuce Unspecified,647.57,13.4
413,494,Lettuce,San Diego,South Coast,158.12768965,"['Riverside', 'Orange', 'Imperial']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",,,
414,495,Lettuce,San Joaquin,San Joaquin River,99.02341852,"['Sacramento', 'Calaveras', 'Contra Costa', 'Alameda', 'Stanislaus', 'Amador']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
415,496,Lettuce,San Luis Obispo,Central Coast,8450.34937785,"['Santa Barbara', 'Kings', 'Monterey', 'Kern']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Lettuce Head,384.23,19.49
416,497,Lettuce,San Mateo,Central Coast,212.67039948,"['San Francisco', 'Santa Clara', 'Alameda', 'Santa Cruz']","['Central Coast', 'North Coast', 'San Joaquin River']",,,
417,498,Lettuce,San Mateo,San Francisco Bay,442.17820699,"['San Francisco', 'Santa Clara', 'Alameda', 'Santa Cruz']","['Central Coast', 'North Coast', 'San Joaquin River']",,,
418,499,Lettuce,Santa Barbara,Central Coast,25790.50536853,"['Ventura', 'Kern', 'San Luis Obispo']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Lettuce Head,,
419,500,Lettuce,Santa Clara,Central Coast,2420.44954861,"['San Benito', 'Alameda', 'Merced', 'Stanislaus', 'San Mateo', 'Santa Cruz']","['Central Coast', 'North Coast', 'San Joaquin River']",Lettuce Unspecified,666.22,9.29
420,501,Lettuce,Santa Clara,San Francisco Bay,49.02699621,"['San Benito', 'Alameda', 'Merced', 'Stanislaus', 'San Mateo', 'Santa Cruz']","['Central Coast', 'North Coast', 'San Joaquin River']",Lettuce Unspecified,666.22,9.29
421,502,Lettuce,Santa Cruz,Central Coast,3539.64793602,"['Monterey', 'San Benito', 'Santa Clara', 'San Mateo']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Lettuce Head,335.41,22.05
422,503,Lettuce,Siskiyou,North Coast,332.55757549,"['Shasta', 'Trinity', 'Humboldt', 'Del Norte', 'Modoc']","['Sacramento River', 'San Francisco Bay']",,,
423,504,Lettuce,Stanislaus,San Joaquin River,541.70476029,"['Calaveras', 'Mariposa', 'Tuolumne', 'Santa Clara', 'San Joaquin', 'Alameda', 'Merced']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
424,505,Lettuce,Tulare,Tulare Lake,249.04666648,"['Kings', 'Inyo', 'Kern', 'Fresno']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",,,
425,506,Lettuce,Ventura,South Coast,3614.66266056,"['Santa Barbara', 'Los Angeles', 'Kern']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",Lettuce Romaine,194.49,17.98
426,507,Onions and Garlic,Colusa,Sacramento River,139.159539,"['Yolo', 'Butte', 'Sutter', 'Lake', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
427,508,Onions and Garlic,Contra Costa,San Joaquin River,178.98220225,"['Sacramento', 'Sonoma', 'San Francisco', 'Marin', 'Solano', 'San Joaquin', 'Alameda']","['Central Coast', 'North Coast', 'San Joaquin River']",,,
428,509,Onions and Garlic,Fresno,San Joaquin River,554.39546015,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Garlic All,2227.0,7.21
429,510,Onions and Garlic,Fresno,Tulare Lake,26017.80979855,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Garlic All,2227.0,7.21
430,511,Onions and Garlic,Glenn,Sacramento River,37.05334943,"['Mendocino', 'Colusa', 'Tehama', 'Butte', 'Lake']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
431,512,Onions and Garlic,Imperial,Colorado River,11148.09773861,"['San Diego', 'Riverside']","['South Coast', 'South Lahontan']",Onions,171.4,27.76
432,513,Onions and Garlic,Kern,South Lahontan,277.82229849,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Garlic All,2724.39,6.79
433,514,Onions and Garlic,Kern,Tulare Lake,7766.54594274,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Garlic All,2724.39,6.79
434,515,Onions and Garlic,Kings,Tulare Lake,5704.28102613,"['Monterey', 'Kern', 'Fresno', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",,,
435,516,Onions and Garlic,Los Angeles,South Lahontan,491.16996049,"['Ventura', 'San Bernardino', 'Kern', 'Orange']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",,,
436,517,Onions and Garlic,Madera,San Joaquin River,245.20986372,"['Mariposa', 'Mono', 'Tuolumne', 'Fresno', 'Merced']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
437,518,Onions and Garlic,Merced,San Joaquin River,1277.14719713,"['Mariposa', 'San Benito', 'Fresno', 'Madera', 'Santa Clara', 'Stanislaus']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
438,519,Onions and Garlic,Modoc,North Coast,1292.53354579,"['Lassen', 'Shasta', 'Siskiyou']","['North Coast', 'North Lahontan', 'San Joaquin River']",Onions,164.93,23.76
439,520,Onions and Garlic,Monterey,Central Coast,1785.12383395,"['Kings', 'San Benito', 'Fresno', 'Santa Cruz', 'San Luis Obispo']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Onions,555.0,27.93
440,521,Onions and Garlic,Riverside,Colorado River,3273.90524493,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']","['South Coast', 'South Lahontan']",Onions,200.98,18.07
441,522,Onions and Garlic,Sacramento,Sacramento River,394.03031316,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
442,523,Onions and Garlic,San Benito,Central Coast,653.14438065,"['Monterey', 'Fresno', 'Santa Clara', 'Merced', 'Santa Cruz']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",,,
443,524,Onions and Garlic,San Joaquin,San Joaquin River,2888.4949314,"['Sacramento', 'Calaveras', 'Contra Costa', 'Alameda', 'Stanislaus', 'Amador']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Garlic All,668.5,4.6
444,525,Onions and Garlic,San Luis Obispo,Central Coast,330.09831188,"['Santa Barbara', 'Kings', 'Monterey', 'Kern']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",,,
445,526,Onions and Garlic,Santa Barbara,Central Coast,154.41518111,"['Ventura', 'Kern', 'San Luis Obispo']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",,,
446,527,Onions and Garlic,Santa Clara,Central Coast,215.13442631,"['San Benito', 'Alameda', 'Merced', 'Stanislaus', 'San Mateo', 'Santa Cruz']","['Central Coast', 'North Coast', 'San Joaquin River']",Garlic All,1294.76,5.51
447,528,Onions and Garlic,Shasta,Sacramento River,38.25808339,"['Lassen', 'Trinity', 'Modoc', 'Tehama', 'Plumas', 'Siskiyou']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
448,529,Onions and Garlic,Siskiyou,North Coast,1308.11137263,"['Shasta', 'Trinity', 'Humboldt', 'Del Norte', 'Modoc']","['Sacramento River', 'San Francisco Bay']",Onions,174.97,28.75
449,530,Onions and Garlic,Solano,San Francisco Bay,14.5474342,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
450,531,Onions and Garlic,Stanislaus,San Joaquin River,529.78788708,"['Calaveras', 'Mariposa', 'Tuolumne', 'Santa Clara', 'San Joaquin', 'Alameda', 'Merced']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
451,532,Onions and Garlic,Sutter,Sacramento River,104.46365349,"['Sacramento', 'Placer', 'Yolo', 'Yuba', 'Colusa', 'Butte']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
452,533,Onions and Garlic,Tulare,Tulare Lake,14.63609559,"['Kings', 'Inyo', 'Kern', 'Fresno']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",,,
453,534,Onions and Garlic,Ventura,South Coast,56.59460927,"['Santa Barbara', 'Los Angeles', 'Kern']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",Onions,,
454,535,Onions and Garlic,Yolo,Sacramento River,261.98950946,"['Sacramento', 'Napa', 'Solano', 'Colusa', 'Sutter', 'Lake']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
455,536,Orchards,Alameda,San Francisco Bay,2.95587281,"['San Francisco', 'Contra Costa', 'Santa Clara', 'San Joaquin', 'Stanislaus', 'San Mateo']","['Central Coast', 'North Coast', 'San Joaquin River']",,,
456,537,Orchards,Alameda,San Joaquin River,0.87193029,"['San Francisco', 'Contra Costa', 'Santa Clara', 'San Joaquin', 'Stanislaus', 'San Mateo']","['Central Coast', 'North Coast', 'San Joaquin River']",,,
457,538,Orchards,Alpine,North Lahontan,2.03478733,"['Calaveras', 'Mono', 'Tuolumne', 'El Dorado', 'Amador']","['Sacramento River', 'San Joaquin River', 'South Lahontan']",,,
458,539,Orchards,Amador,San Joaquin River,5.47699316,"['Sacramento', 'Calaveras', 'Alpine', 'El Dorado', 'San Joaquin']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
459,540,Orchards,Butte,Sacramento River,9958.20184615,"['Yuba', 'Colusa', 'Tehama', 'Sutter', 'Plumas', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",Plums Dried (Prunes),1703.55,2.3
460,541,Orchards,Calaveras,San Joaquin River,41.99360609,"['Tuolumne', 'Alpine', 'San Joaquin', 'Stanislaus', 'Amador']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
461,542,Orchards,Colusa,Sacramento River,1463.61479496,"['Yolo', 'Butte', 'Sutter', 'Lake', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",Plums Dried (Prunes),1769.17,2.07
462,543,Orchards,Contra Costa,San Joaquin River,1504.36259358,"['Sacramento', 'Sonoma', 'San Francisco', 'Marin', 'Solano', 'San Joaquin', 'Alameda']","['Central Coast', 'North Coast', 'San Joaquin River']",Cherries Sweet,3589.38,1.94
463,544,Orchards,Del Norte,North Coast,1.07380461,"['Humboldt', 'Siskiyou']","['Sacramento River', 'San Francisco Bay']",,,
464,545,Orchards,El Dorado,Sacramento River,601.53951309,"['Sacramento', 'Placer', 'Alpine', 'Amador']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
465,546,Orchards,El Dorado,San Joaquin River,37.49484637,"['Sacramento', 'Placer', 'Alpine', 'Amador']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
466,547,Orchards,Fresno,San Joaquin River,1421.00733898,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Nectarines,1579.0,9.52
467,548,Orchards,Fresno,Tulare Lake,44649.70586502,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Nectarines,1579.0,9.52
468,549,Orchards,Glenn,Sacramento River,4062.00937718,"['Mendocino', 'Colusa', 'Tehama', 'Butte', 'Lake']","['North Coast', 'North Lahontan', 'San Joaquin River']",Plums Dried (Prunes),1775.48,2.01
469,550,Orchards,Humboldt,North Coast,66.79669325,"['Trinity', 'Mendocino', 'Del Norte', 'Siskiyou']","['Sacramento River', 'San Francisco Bay']",Apples All,,
470,551,Orchards,Imperial,Colorado River,2314.18244649,"['San Diego', 'Riverside']","['South Coast', 'South Lahontan']",,,
471,552,Orchards,Inyo,South Lahontan,27.53441111,"['Mono', 'San Bernardino', 'Kern', 'Fresno', 'Tulare']","['Colorado River', 'North Lahontan', 'San Joaquin River', 'South Coast', 'Tulare Lake']",,,
472,553,Orchards,Kern,South Lahontan,22.11196074,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Nectarines,,
473,554,Orchards,Kern,Tulare Lake,15734.33228272,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Nectarines,,
474,555,Orchards,Kings,Tulare Lake,12227.1365315,"['Monterey', 'Kern', 'Fresno', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Nectarines,1413.31,11.18
475,556,Orchards,Lake,Sacramento River,1686.20061002,"['Sonoma', 'Napa', 'Mendocino', 'Yolo', 'Colusa', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
476,557,Orchards,Los Angeles,South Coast,64.82197101,"['Ventura', 'San Bernardino', 'Kern', 'Orange']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",,,
477,558,Orchards,Los Angeles,South Lahontan,367.53545316,"['Ventura', 'San Bernardino', 'Kern', 'Orange']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",,,
478,559,Orchards,Madera,San Joaquin River,10571.71539945,"['Mariposa', 'Mono', 'Tuolumne', 'Fresno', 'Merced']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Cherries Sweet,4848.54,2.4
479,560,Orchards,Marin,San Francisco Bay,1.44111629,"['Sonoma', 'San Francisco', 'Solano', 'Contra Costa']","['Central Coast', 'North Coast', 'San Joaquin River']",,,
480,561,Orchards,Mariposa,San Joaquin River,13.43535802,"['Tuolumne', 'Madera', 'Merced', 'Stanislaus']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
481,562,Orchards,Mendocino,North Coast,1415.06649,"['Sonoma', 'Trinity', 'Humboldt', 'Tehama', 'Lake', 'Glenn']","['Sacramento River', 'San Francisco Bay']",Apples All,778.35,0.9
482,563,Orchards,Merced,San Joaquin River,7060.05619036,"['Mariposa', 'San Benito', 'Fresno', 'Madera', 'Santa Clara', 'Stanislaus']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
483,564,Orchards,Modoc,Sacramento River,23.52404065,"['Lassen', 'Shasta', 'Siskiyou']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
484,565,Orchards,Monterey,Central Coast,272.60706616,"['Kings', 'San Benito', 'Fresno', 'Santa Cruz', 'San Luis Obispo']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",,,
485,566,Orchards,Napa,Sacramento River,20.75544931,"['Sonoma', 'Solano', 'Yolo', 'Lake']","['Central Coast', 'North Coast', 'San Joaquin River']",,,
486,567,Orchards,Napa,San Francisco Bay,6.73762808,"['Sonoma', 'Solano', 'Yolo', 'Lake']","['Central Coast', 'North Coast', 'San Joaquin River']",,,
487,568,Orchards,Nevada,Sacramento River,47.04601991,"['Sierra', 'Placer', 'Yuba']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
488,569,Orchards,Orange,South Coast,1099.86649742,"['Los Angeles', 'San Diego', 'San Bernardino', 'Riverside']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",,,
