,Unnamed: 0,Crop_OpenAg,County,HR_NAME,ACRES,Neighboring Counties,Neighboring HR,usda crop,price_2020,yield_2020
108,108,Beans Dry,Siskiyou,North Coast,33.31078567,"['Shasta', 'Trinity', 'Humboldt', 'Del Norte', 'Modoc']","['Sacramento River', 'San Francisco Bay']",,,
109,109,Beans Dry,Solano,Sacramento River,2112.254332,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']","['North Coast', 'North Lahontan', 'San Joaquin River']",Beans Dry Edible Unspecified,1015.59,1.39
110,110,Beans Dry,Solano,San Francisco Bay,71.07316976999999,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']","['North Coast', 'North Lahontan', 'San Joaquin River']",Beans Dry Edible Unspecified,1015.59,1.39
111,111,Beans Dry,Stanislaus,San Joaquin River,4355.90214941,"['Calaveras', 'Mariposa', 'Tuolumne', 'Santa Clara', 'San Joaquin', 'Alameda', 'Merced']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Beans Lima Large Dry,1500.0,1.21
112,112,Beans Dry,Sutter,Sacramento River,3657.5054879,"['Sacramento', 'Placer', 'Yolo', 'Yuba', 'Colusa', 'Butte']","['North Coast', 'North Lahontan', 'San Joaquin River']",Beans Dry Edible Unspecified,,
113,113,Beans Dry,Tulare,Tulare Lake,1840.10298913,"['Kings', 'Inyo', 'Kern', 'Fresno']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Beans Dry Edible Unspecified,1810.13,1.1
114,114,Beans Dry,Ventura,South Coast,1153.44227847,"['Santa Barbara', 'Los Angeles', 'Kern']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",Beans Fresh Unspecified,840.87,1.18
115,115,Beans Dry,Yolo,Sacramento River,1232.38611742,"['Sacramento', 'Napa', 'Solano', 'Colusa', 'Sutter', 'Lake']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
116,116,Berries,Butte,Sacramento River,17.76337062,"['Yuba', 'Colusa', 'Tehama', 'Sutter', 'Plumas', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
117,117,Berries,Contra Costa,San Joaquin River,5.53704956,"['Sacramento', 'Sonoma', 'San Francisco', 'Marin', 'Solano', 'San Joaquin', 'Alameda']","['Central Coast', 'North Coast', 'San Joaquin River']",,,
118,118,Berries,Del Norte,North Coast,4.41829814,"['Humboldt', 'Siskiyou']","['Sacramento River', 'San Francisco Bay']",,,
119,119,Berries,El Dorado,Sacramento River,8.32519697,"['Sacramento', 'Placer', 'Alpine', 'Amador']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
120,120,Berries,Fresno,Tulare Lake,1526.05476529,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Berries Blueberries,6363.02,3.52
121,121,Berries,Glenn,Sacramento River,85.99669535,"['Mendocino', 'Colusa', 'Tehama', 'Butte', 'Lake']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
122,122,Berries,Humboldt,North Coast,13.98448141,"['Trinity', 'Mendocino', 'Del Norte', 'Siskiyou']","['Sacramento River', 'San Francisco Bay']",,,
123,123,Berries,Kern,Tulare Lake,1133.63674433,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Berries Blueberries,6808.0,9.13
124,124,Berries,Kings,Tulare Lake,120.52785441,"['Monterey', 'Kern', 'Fresno', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",,,
125,125,Berries,Lake,Sacramento River,0.56032692,"['Sonoma', 'Napa', 'Mendocino', 'Yolo', 'Colusa', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
126,126,Berries,Lassen,North Lahontan,158.87118812,"['Sierra', 'Shasta', 'Modoc', 'Plumas']","['Sacramento River', 'San Joaquin River', 'South Lahontan']",,,
127,127,Berries,Lassen,Sacramento River,63.893851940000005,"['Sierra', 'Shasta', 'Modoc', 'Plumas']","['Sacramento River', 'San Joaquin River', 'South Lahontan']",,,
128,128,Berries,Los Angeles,South Coast,12.65701873,"['Ventura', 'San Bernardino', 'Kern', 'Orange']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",,,
129,129,Berries,Madera,San Joaquin River,11.81906621,"['Mariposa', 'Mono', 'Tuolumne', 'Fresno', 'Merced']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
130,130,Berries,Mendocino,North Coast,6.97410687,"['Sonoma', 'Trinity', 'Humboldt', 'Tehama', 'Lake', 'Glenn']","['Sacramento River', 'San Francisco Bay']",,,
131,131,Berries,Merced,San Joaquin River,211.30302701,"['Mariposa', 'San Benito', 'Fresno', 'Madera', 'Santa Clara', 'Stanislaus']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
132,132,Berries,Monterey,Central Coast,12793.7477382,"['Kings', 'San Benito', 'Fresno', 'Santa Cruz', 'San Luis Obispo']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Berries Strawberries All,2497.11,36.95
133,133,Berries,Nevada,Sacramento River,2.79855112,"['Sierra', 'Placer', 'Yuba']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
134,134,Berries,Orange,South Coast,253.2188968,"['Los Angeles', 'San Diego', 'San Bernardino', 'Riverside']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",,,
135,135,Berries,Riverside,South Coast,15.49062528,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']","['South Coast', 'South Lahontan']",Berries Strawberries All,3582.92,10.5
136,136,Berries,Sacramento,Sacramento River,88.95623321,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
137,137,Berries,Sacramento,San Joaquin River,6.69490419,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
138,138,Berries,San Benito,Central Coast,147.19599538,"['Monterey', 'Fresno', 'Santa Clara', 'Merced', 'Santa Cruz']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",,,
139,139,Berries,San Bernardino,South Coast,42.03361621,"['Los Angeles', 'Inyo', 'Riverside', 'Kern', 'Orange']","['Colorado River', 'North Lahontan', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Berries Strawberries All,6995.0,10.0
140,140,Berries,San Diego,South Coast,338.0723721,"['Riverside', 'Orange', 'Imperial']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",Berries Strawberries All,2389.63,27.0
141,141,Berries,San Joaquin,San Joaquin River,2007.80492809,"['Sacramento', 'Calaveras', 'Contra Costa', 'Alameda', 'Stanislaus', 'Amador']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Berries Blueberries,7063.08,4.23
142,142,Berries,San Luis Obispo,Central Coast,4290.87810579,"['Santa Barbara', 'Kings', 'Monterey', 'Kern']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Berries Strawberries All,2201.85,32.09
143,143,Berries,San Mateo,Central Coast,10.58334786,"['San Francisco', 'Santa Clara', 'Alameda', 'Santa Cruz']","['Central Coast', 'North Coast', 'San Joaquin River']",,,
144,144,Berries,San Mateo,San Francisco Bay,0.79902009,"['San Francisco', 'Santa Clara', 'Alameda', 'Santa Cruz']","['Central Coast', 'North Coast', 'San Joaquin River']",,,
145,145,Berries,Santa Barbara,Central Coast,11998.67383383,"['Ventura', 'Kern', 'San Luis Obispo']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Berries Strawberries All,1906.8,36.33
146,146,Berries,Santa Clara,Central Coast,6.107968830000001,"['San Benito', 'Alameda', 'Merced', 'Stanislaus', 'San Mateo', 'Santa Cruz']","['Central Coast', 'North Coast', 'San Joaquin River']",,,
147,147,Berries,Santa Clara,San Francisco Bay,0.12489348,"['San Benito', 'Alameda', 'Merced', 'Stanislaus', 'San Mateo', 'Santa Cruz']","['Central Coast', 'North Coast', 'San Joaquin River']",,,
148,148,Berries,Santa Cruz,Central Coast,5164.36748607,"['Monterey', 'San Benito', 'Santa Clara', 'San Mateo']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Berries Strawberries All,2599.34,34.86
149,149,Berries,Shasta,Sacramento River,208.83835706,"['Lassen', 'Trinity', 'Modoc', 'Tehama', 'Plumas', 'Siskiyou']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
150,150,Berries,Siskiyou,North Coast,2566.16723829,"['Shasta', 'Trinity', 'Humboldt', 'Del Norte', 'Modoc']","['Sacramento River', 'San Francisco Bay']",,,
151,151,Berries,Solano,Sacramento River,12.12292648,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
152,152,Berries,Solano,San Francisco Bay,16.63288626,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
153,153,Berries,Sonoma,North Coast,20.30110375,"['Marin', 'Napa', 'Mendocino', 'Solano', 'Contra Costa', 'Lake']","['Sacramento River', 'San Francisco Bay']",,,
154,154,Berries,Sonoma,San Francisco Bay,11.57658146,"['Marin', 'Napa', 'Mendocino', 'Solano', 'Contra Costa', 'Lake']","['Sacramento River', 'San Francisco Bay']",,,
155,155,Berries,Stanislaus,San Joaquin River,91.42468649,"['Calaveras', 'Mariposa', 'Tuolumne', 'Santa Clara', 'San Joaquin', 'Alameda', 'Merced']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
156,156,Berries,Sutter,Sacramento River,8.09835347,"['Sacramento', 'Placer', 'Yolo', 'Yuba', 'Colusa', 'Butte']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
157,157,Berries,Tehama,Sacramento River,155.56292998,"['Shasta', 'Trinity', 'Mendocino', 'Butte', 'Plumas', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
158,158,Berries,Tulare,Tulare Lake,2398.46430406,"['Kings', 'Inyo', 'Kern', 'Fresno']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Berries Blueberries,6210.0,4.49
159,159,Berries,Ventura,South Coast,14342.45550944,"['Santa Barbara', 'Los Angeles', 'Kern']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",Berries Strawberries All,2538.04,25.76
160,160,Berries,Yolo,Sacramento River,4.23089347,"['Sacramento', 'Napa', 'Solano', 'Colusa', 'Sutter', 'Lake']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
161,161,Corn,Alameda,San Joaquin River,71.30338296,"['San Francisco', 'Contra Costa', 'Santa Clara', 'San Joaquin', 'Stanislaus', 'San Mateo']","['Central Coast', 'North Coast', 'San Joaquin River']",,,
162,162,Corn,Amador,San Joaquin River,2.21239761,"['Sacramento', 'Calaveras', 'Alpine', 'El Dorado', 'San Joaquin']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
163,163,Corn,Butte,Sacramento River,542.09458935,"['Yuba', 'Colusa', 'Tehama', 'Sutter', 'Plumas', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
164,164,Corn,Colusa,Sacramento River,4285.43961416,"['Yolo', 'Butte', 'Sutter', 'Lake', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",Corn Grain,173.35,6.73
165,165,Corn,Contra Costa,San Joaquin River,8785.28862218,"['Sacramento', 'Sonoma', 'San Francisco', 'Marin', 'Solano', 'San Joaquin', 'Alameda']","['Central Coast', 'North Coast', 'San Joaquin River']",Corn Sweet All,611.17,10.48
166,166,Corn,Fresno,San Joaquin River,2366.13462654,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Corn Silage,52.0,19.68
167,167,Corn,Fresno,Tulare Lake,36941.61599461,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Corn Silage,52.0,19.68
168,168,Corn,Glenn,Sacramento River,9866.37441019,"['Mendocino', 'Colusa', 'Tehama', 'Butte', 'Lake']","['North Coast', 'North Lahontan', 'San Joaquin River']",Corn Grain,,
169,169,Corn,Humboldt,North Coast,818.72880491,"['Trinity', 'Mendocino', 'Del Norte', 'Siskiyou']","['Sacramento River', 'San Francisco Bay']",,,
170,170,Corn,Imperial,Colorado River,52815.32823203,"['San Diego', 'Riverside']","['South Coast', 'South Lahontan']",Corn Sweet All,560.76,22.44
171,171,Corn,Kern,Tulare Lake,41463.45966004,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",,,
172,172,Corn,Kings,Tulare Lake,59616.11393967,"['Monterey', 'Kern', 'Fresno', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Corn Silage,51.31,26.36
173,173,Corn,Lake,Sacramento River,8.66806388,"['Sonoma', 'Napa', 'Mendocino', 'Yolo', 'Colusa', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
174,174,Corn,Lassen,North Lahontan,5.67933692,"['Sierra', 'Shasta', 'Modoc', 'Plumas']","['Sacramento River', 'San Joaquin River', 'South Lahontan']",,,
175,175,Corn,Los Angeles,South Coast,144.3603033,"['Ventura', 'San Bernardino', 'Kern', 'Orange']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",,,
176,176,Corn,Los Angeles,South Lahontan,19.95744998,"['Ventura', 'San Bernardino', 'Kern', 'Orange']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",,,
177,177,Corn,Madera,San Joaquin River,19522.10282408,"['Mariposa', 'Mono', 'Tuolumne', 'Fresno', 'Merced']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Corn Silage,52.95,26.11
178,178,Corn,Marin,North Coast,11.66673111,"['Sonoma', 'San Francisco', 'Solano', 'Contra Costa']","['Central Coast', 'North Coast', 'San Joaquin River']",,,
179,179,Corn,Merced,San Joaquin River,95743.33223181,"['Mariposa', 'San Benito', 'Fresno', 'Madera', 'Santa Clara', 'Stanislaus']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Corn Silage,45.69,25.9
180,180,Corn,Monterey,Central Coast,1.71309198,"['Kings', 'San Benito', 'Fresno', 'Santa Cruz', 'San Luis Obispo']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",,,
181,181,Corn,Placer,Sacramento River,208.99322334,"['Sacramento', 'El Dorado', 'Yuba', 'Nevada', 'Sutter']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
182,182,Corn,Riverside,Colorado River,3150.86436546,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']","['South Coast', 'South Lahontan']",Corn Sweet All,421.69,15.63
183,183,Corn,Riverside,South Coast,453.50738933,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']","['South Coast', 'South Lahontan']",Corn Sweet All,421.69,15.63
184,184,Corn,Sacramento,Sacramento River,17485.25889017,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']","['North Coast', 'North Lahontan', 'San Joaquin River']",Corn Grain,145.65,4.51
185,185,Corn,Sacramento,San Joaquin River,5182.1749166,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']","['North Coast', 'North Lahontan', 'San Joaquin River']",Corn Grain,145.65,4.51
186,186,Corn,San Bernardino,Colorado River,32.96387031,"['Los Angeles', 'Inyo', 'Riverside', 'Kern', 'Orange']","['Colorado River', 'North Lahontan', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Corn Silage,50.42,17.39
187,187,Corn,San Bernardino,South Coast,1267.94248498,"['Los Angeles', 'Inyo', 'Riverside', 'Kern', 'Orange']","['Colorado River', 'North Lahontan', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Corn Silage,50.42,17.39
188,188,Corn,San Bernardino,South Lahontan,842.77919037,"['Los Angeles', 'Inyo', 'Riverside', 'Kern', 'Orange']","['Colorado River', 'North Lahontan', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Corn Silage,50.42,17.39
189,189,Corn,San Joaquin,San Joaquin River,66180.97598666,"['Sacramento', 'Calaveras', 'Contra Costa', 'Alameda', 'Stanislaus', 'Amador']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Corn Silage,62.45,27.34
190,190,Corn,San Luis Obispo,Central Coast,62.45082192,"['Santa Barbara', 'Kings', 'Monterey', 'Kern']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",,,
191,191,Corn,Santa Clara,Central Coast,773.35145958,"['San Benito', 'Alameda', 'Merced', 'Stanislaus', 'San Mateo', 'Santa Cruz']","['Central Coast', 'North Coast', 'San Joaquin River']",Corn Sweet All,547.05,10.77
192,192,Corn,Santa Clara,San Francisco Bay,14.93957594,"['San Benito', 'Alameda', 'Merced', 'Stanislaus', 'San Mateo', 'Santa Cruz']","['Central Coast', 'North Coast', 'San Joaquin River']",Corn Sweet All,547.05,10.77
193,193,Corn,Santa Cruz,Central Coast,4.4089396,"['Monterey', 'San Benito', 'Santa Clara', 'San Mateo']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",,,
194,194,Corn,Siskiyou,North Coast,145.30591772,"['Shasta', 'Trinity', 'Humboldt', 'Del Norte', 'Modoc']","['Sacramento River', 'San Francisco Bay']",,,
195,195,Corn,Solano,Sacramento River,9261.40228244,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']","['North Coast', 'North Lahontan', 'San Joaquin River']",Corn Grain,171.6,5.55
196,196,Corn,Solano,San Francisco Bay,120.996615,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']","['North Coast', 'North Lahontan', 'San Joaquin River']",Corn Grain,171.6,5.55
197,197,Corn,Sonoma,North Coast,6.36589876,"['Marin', 'Napa', 'Mendocino', 'Solano', 'Contra Costa', 'Lake']","['Sacramento River', 'San Francisco Bay']",Corn Silage,54.15,23.47
198,198,Corn,Sonoma,San Francisco Bay,4.11927727,"['Marin', 'Napa', 'Mendocino', 'Solano', 'Contra Costa', 'Lake']","['Sacramento River', 'San Francisco Bay']",Corn Silage,54.15,23.47
199,199,Corn,Stanislaus,San Joaquin River,52914.30317377,"['Calaveras', 'Mariposa', 'Tuolumne', 'Santa Clara', 'San Joaquin', 'Alameda', 'Merced']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Corn Silage,51.0,26.62
200,200,Corn,Sutter,Sacramento River,5602.02491113,"['Sacramento', 'Placer', 'Yolo', 'Yuba', 'Colusa', 'Butte']","['North Coast', 'North Lahontan', 'San Joaquin River']",Corn Grain,186.15,7.16
201,201,Corn,Tehama,Sacramento River,1722.84608996,"['Shasta', 'Trinity', 'Mendocino', 'Butte', 'Plumas', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",Corn Grain,173.03,6.75
202,202,Corn,Tulare,Tulare Lake,118122.16035063,"['Kings', 'Inyo', 'Kern', 'Fresno']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Corn Silage,53.4,28.3
203,203,Corn,Ventura,South Coast,46.27233384,"['Santa Barbara', 'Los Angeles', 'Kern']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",,,
204,204,Corn,Yolo,Sacramento River,10082.47807094,"['Sacramento', 'Napa', 'Solano', 'Colusa', 'Sutter', 'Lake']","['North Coast', 'North Lahontan', 'San Joaquin River']",Corn Grain,157.0,5.97
205,205,Corn,Yuba,Sacramento River,1024.92337792,"['Sierra', 'Placer', 'Nevada', 'Butte', 'Sutter', 'Plumas']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
206,206,Cotton,Colusa,Sacramento River,453.04668632,"['Yolo', 'Butte', 'Sutter', 'Lake', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
207,207,Cotton,Fresno,San Joaquin River,18069.46167785,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Cotton Lint Pima,2255.37,0.88
208,208,Cotton,Fresno,Tulare Lake,16398.84635451,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Cotton Lint Pima,2255.37,0.88
209,209,Cotton,Glenn,Sacramento River,1107.30177425,"['Mendocino', 'Colusa', 'Tehama', 'Butte', 'Lake']","['North Coast', 'North Lahontan', 'San Joaquin River']",Cotton Lint Upland,1396.8,0.75
210,210,Cotton,Imperial,Colorado River,2465.53332127,"['San Diego', 'Riverside']","['South Coast', 'South Lahontan']",Cotton Lint Upland,1437.8,0.83
211,211,Cotton,Kern,Tulare Lake,10515.66396438,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Cotton Lint Pima,2260.98,0.78
212,212,Cotton,Kings,Tulare Lake,87394.56650763,"['Monterey', 'Kern', 'Fresno', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Cotton Lint Pima,2266.72,0.83
213,213,Cotton,Madera,San Joaquin River,392.91000002,"['Mariposa', 'Mono', 'Tuolumne', 'Fresno', 'Merced']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Cotton Lint Pima,2267.8,0.67
214,214,Cotton,Merced,San Joaquin River,31245.16340128,"['Mariposa', 'San Benito', 'Fresno', 'Madera', 'Santa Clara', 'Stanislaus']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Cotton Lint Pima,2470.57,0.75
215,215,Cotton,Riverside,Colorado River,4846.42323538,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']","['South Coast', 'South Lahontan']",Cotton Lint Upland,,
216,216,Cotton,San Joaquin,San Joaquin River,65.19424293,"['Sacramento', 'Calaveras', 'Contra Costa', 'Alameda', 'Stanislaus', 'Amador']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
217,217,Cotton,Sutter,Sacramento River,267.73192722,"['Sacramento', 'Placer', 'Yolo', 'Yuba', 'Colusa', 'Butte']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
218,218,Cotton,Tulare,Tulare Lake,6769.17661934,"['Kings', 'Inyo', 'Kern', 'Fresno']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",,,
219,219,Cucurbits,Butte,Sacramento River,54.35682951,"['Yuba', 'Colusa', 'Tehama', 'Sutter', 'Plumas', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
220,220,Cucurbits,Colusa,Sacramento River,4438.68867029,"['Yolo', 'Butte', 'Sutter', 'Lake', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
221,221,Cucurbits,Contra Costa,San Joaquin River,109.88422736,"['Sacramento', 'Sonoma', 'San Francisco', 'Marin', 'Solano', 'San Joaquin', 'Alameda']","['Central Coast', 'North Coast', 'San Joaquin River']",,,
222,222,Cucurbits,El Dorado,Sacramento River,5.46277483,"['Sacramento', 'Placer', 'Alpine', 'Amador']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
223,223,Cucurbits,Fresno,San Joaquin River,4683.96731789,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Melons Cantaloupe,477.0,17.26
224,224,Cucurbits,Fresno,Tulare Lake,15710.33494902,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Melons Cantaloupe,477.0,17.26
225,225,Cucurbits,Glenn,Sacramento River,1803.76694503,"['Mendocino', 'Colusa', 'Tehama', 'Butte', 'Lake']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
226,226,Cucurbits,Imperial,Colorado River,6071.41092135,"['San Diego', 'Riverside']","['South Coast', 'South Lahontan']",Melons Cantaloupe,446.35,36.24
227,227,Cucurbits,Kern,Tulare Lake,1943.77341699,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",,,
228,228,Cucurbits,Kings,Tulare Lake,984.92615865,"['Monterey', 'Kern', 'Fresno', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",,,
229,229,Cucurbits,Lake,Sacramento River,3.34246661,"['Sonoma', 'Napa', 'Mendocino', 'Yolo', 'Colusa', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
230,230,Cucurbits,Lassen,North Lahontan,8.50434172,"['Sierra', 'Shasta', 'Modoc', 'Plumas']","['Sacramento River', 'San Joaquin River', 'South Lahontan']",,,
231,231,Cucurbits,Los Angeles,South Coast,12.84735421,"['Ventura', 'San Bernardino', 'Kern', 'Orange']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",,,
232,232,Cucurbits,Madera,San Joaquin River,48.53912045,"['Mariposa', 'Mono', 'Tuolumne', 'Fresno', 'Merced']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
233,233,Cucurbits,Merced,San Joaquin River,3271.91077159,"['Mariposa', 'San Benito', 'Fresno', 'Madera', 'Santa Clara', 'Stanislaus']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
234,234,Cucurbits,Monterey,Central Coast,72.68695577,"['Kings', 'San Benito', 'Fresno', 'Santa Cruz', 'San Luis Obispo']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Squash,613.04,10.38
235,235,Cucurbits,Placer,Sacramento River,2.81985353,"['Sacramento', 'El Dorado', 'Yuba', 'Nevada', 'Sutter']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
